draw,estimate,std_error,p_value,n_obs,error
250,-0.011258592765018366,0.008280833924744432,0.17481096493902684,3240,
251,-0.002945915315043425,0.008343768823521518,0.7242449007925305,3240,
252,-0.01788691462192899,0.008398937419595541,0.033879162779125775,3240,
253,0.009497010722050085,0.00814313466769086,0.24428359650347703,3240,
254,0.004475240390516667,0.008262948682351272,0.5884277670219787,3240,
255,0.0164840809404439,0.00809517491320251,0.04245530315141117,3240,
256,-0.012762406124491997,0.008231284800049815,0.12190848870455356,3240,
257,0.00024842288106428093,0.008119573913680123,0.9756090878373884,3240,
258,-0.0030768387705284706,0.008328339573339182,0.7120160824569451,3240,
259,-0.008233773255696583,0.008300599166905199,0.3218903764433673,3240,
260,0.006939472156496184,0.008300901154969927,0.4037164718084064,3240,
261,0.002619012242254818,0.00832293245048326,0.7531918275933673,3240,
262,0.0113534297148495,0.008331472499897685,0.17382626852210595,3240,
263,0.011032133046926388,0.008311213533850153,0.18522672754427089,3240,
264,0.0011697113463761846,0.008420203880612941,0.8895934533908234,3240,
265,0.007757181170185038,0.008333952928984097,0.3525863801130615,3240,
266,-0.000349488423226235,0.008262188448149268,0.9662832683187507,3240,
267,0.00225495207960357,0.008165357840549333,0.7825834411395065,3240,
268,0.013011836758967608,0.008320789999569249,0.1187516411976551,3240,
269,-0.0036704293578129444,0.008203519149898248,0.6548407229854765,3240,
270,0.009492566326841385,0.008278259467877472,0.252274995530349,3240,
271,-0.004723773941400507,0.008407742454374744,0.5745782226903078,3240,
272,0.005094429883222444,0.00818756264120468,0.5341950302682517,3240,
273,0.0033660044779913654,0.008299550790870686,0.685304096369498,3240,
274,9.617347763645907e-05,0.00827770082892567,0.9907365358551883,3240,
275,-0.0015714724582500254,0.008304362509755874,0.8500159137433448,3240,
276,-0.004650755998306908,0.00824208539247854,0.5729232059229638,3240,
277,0.0017194972493770565,0.008172393558052595,0.8334724097512582,3240,
278,0.00691271245280039,0.008246280388825567,0.4024298452053275,3240,
279,9.416655233326683e-05,0.008295102947313598,0.9909488624587488,3240,
280,-0.008664508989699522,0.008154600729237049,0.28870930259908345,3240,
281,0.0018203921809366447,0.008300869027352786,0.82653990419948,3240,
282,0.0013519744853796691,0.008342953892004075,0.8713577588706565,3240,
283,0.0037989530491200165,0.008396252240855771,0.651212223299033,3240,
284,0.0033601099997709587,0.008268762486740175,0.6847188390836783,3240,
285,0.011302642774847405,0.008326056974841664,0.1754743359040087,3240,
286,0.010546783638178476,0.008382997025048808,0.20916742217304637,3240,
287,0.0006711106528131233,0.008248377580899566,0.9351988155176342,3240,
288,-0.009650144006831706,0.008269996646870042,0.2440308862966463,3240,
289,-0.005044070895108248,0.008240018246756535,0.5408305392133633,3240,
290,-0.005504112886970723,0.008284994179222268,0.5068945756642653,3240,
291,-0.008940855424117261,0.008274787295606423,0.2806477201681399,3240,
292,-0.006992614539195998,0.008304271429952749,0.4003203682355724,3240,
293,-0.0009169807841955694,0.008264312400323005,0.9117126926109804,3240,
294,0.0007410170576587755,0.00838467398026157,0.9296258717431044,3240,
295,0.008697461829152153,0.008363165958444994,0.2990526085464687,3240,
296,0.0008142856346979178,0.00828045351048382,0.9217185575389516,3240,
297,0.0016689963688269025,0.008269531796101482,0.8401680284932744,3240,
298,0.011029789233232182,0.008209371721894423,0.17993909056944882,3240,
299,-0.0012330980814756077,0.008394219631364108,0.8832946122945498,3240,
300,-0.01076522467725816,0.00825481940697509,0.19303027280022791,3240,
