district,period,employment_index,reform_active,wage_pressure
24,2019,3.851944705043694,0,1.5401568401409635
24,2020,3.6918544584969766,0,0.28582132172890157
24,2021,3.7830934066229442,1,1.3086882187781348
24,2022,3.795239102467736,1,0.42744064147269273
24,2023,3.741526436108964,1,0.12403239169440196
24,2024,3.8532802509097595,1,-1.1268352499891
25,2017,3.6417149850188397,0,1.1209435127130836
25,2018,3.5951492430766314,0,-2.280705209628883
25,2019,3.613404103683173,0,-0.3729093329944289
25,2020,3.58880109025483,0,-2.4624195490036334
25,2021,3.7581924602170145,1,1.0520423683343882
25,2022,3.697905988288433,1,-0.11634105167216788
25,2023,3.683699811790656,1,1.660813345653308
25,2024,3.85871508470324,1,1.0893664233519373
26,2017,4.060740426917671,0,-1.064619252638152
26,2018,4.185795863932446,0,1.1435134886982903
26,2019,4.058929346633887,0,-0.4104787719286732
26,2020,4.240728865352641,0,2.212870982277725
26,2021,4.106538649846412,1,-1.0129392360176461
26,2022,4.12823733152851,1,-1.959356922279927
26,2023,4.179390903525513,1,1.8181082717645263
26,2024,4.18308934892764,1,-0.5059222152529576
27,2017,4.356436956586349,0,-1.1565999681115462
27,2018,4.391974776703834,0,-0.41775826880773353
27,2019,4.393646600405167,0,0.10576465509045146
27,2020,4.420996061321786,0,0.9139631599986828
27,2021,4.420450597095047,1,0.444030053856518
27,2022,4.433701399789998,1,0.771718965955931
27,2023,4.441997178968626,1,-0.32357337963297783
27,2024,4.412712302842957,1,-0.21679872637560113
28,2017,3.80234995305049,0,-0.9816671961569846
28,2018,3.7857035847081595,0,-1.1040145694376846
28,2019,3.798966232994248,0,-1.8983623439532396
28,2020,3.9391248678489097,0,1.017839365990333
28,2021,3.8734374646685277,1,-0.02027001045622494
28,2022,3.8966340462189586,1,0.5839125560453564
28,2023,3.851410894563498,1,0.15137504763213966
28,2024,3.952296399405643,1,-0.15894426084299407
29,2017,3.9534590062440227,0,0.6331116865393747
29,2018,3.930876833567288,0,0.8011513393288126
29,2019,3.95673838454827,0,-0.8229145795228695
29,2020,3.9790933125722088,0,-1.0722858693736246
29,2021,4.021083732771955,0,0.17189032160938966
29,2022,4.06216595618268,0,-0.6919266781765999
29,2023,4.069368340292073,0,-0.47591458843263507
29,2024,4.0580795126548646,0,-0.3026482102353757
30,2017,3.7485363041713873,0,0.626121314980717
30,2018,3.7265978361782377,0,-0.36919743938181526
30,2019,3.8296167800496246,0,0.8242535433710181
30,2020,3.840877269312982,0,-0.024249672772706413
30,2021,3.875734151308509,0,0.5617376002972397
30,2022,3.793344962331208,0,-0.12147183525442765
30,2023,3.940792300513131,0,1.0619127575671816
30,2024,3.8952792993870666,0,1.1248585532582143
31,2017,3.852878942942233,0,-1.179718195323828
31,2018,4.02389805891055,0,0.6910158318163697
31,2019,4.0101799074525,0,0.4601738900389547
31,2020,4.0818263447668475,0,0.008277078373285444
31,2021,4.085741197164413,0,1.9380379040278912
31,2022,3.9829512330413372,0,-0.013758253375935862
31,2023,4.111887356344089,0,1.1163505670490126
31,2024,3.9992938755642933,0,-3.1943837294082083
32,2017,4.238961684862098,0,0.9673527452601202
32,2018,4.121328343469622,0,0.02766637377032692
32,2019,4.238380588757442,0,-0.9575316869719839
32,2020,4.222504763231669,0,-0.5150119866562824
32,2021,4.243234390790532,1,-0.7105373305909454
32,2022,4.256841451847505,1,0.8425877814410719
32,2023,4.240537436915874,1,0.13233307374444309
32,2024,4.447451658562687,1,1.5176033441004493
33,2017,3.847595029460709,0,-0.5995274758042037
33,2018,3.8437515268276288,0,-1.4264685773496992
33,2019,3.830137780876717,0,0.34311628923909754
33,2020,3.9105679106182607,0,0.2939533441464537
33,2021,3.9146928748447447,1,1.2041611558554102
33,2022,3.8305864244233905,1,-0.9736996387522295
33,2023,3.910810681706778,1,-1.2251227902032238
33,2024,3.976820954258981,1,-0.37616770220483936
34,2017,4.222024893920211,0,-0.17992729061591983
34,2018,4.157722547117542,0,-1.085051426259346
34,2019,4.39493060837261,0,1.3031418098721004
34,2020,4.371720258692209,0,1.3241814550231
34,2021,4.4403776846026615,0,1.9348948141388715
34,2022,4.335894664302531,0,0.21270374585907487
34,2023,4.466188459485619,0,1.125613531354215
34,2024,4.477729618596995,0,0.34056493053919384
35,2017,3.699490215296137,0,-1.8445242250495328
35,2018,3.7840324438313155,0,0.29360172799242923
35,2019,3.8218691899221904,0,0.009416302571711822
35,2020,3.742818952679901,0,-0.463101919211459
35,2021,3.776989586977801,1,1.2913153193458928
35,2022,3.9730566025578877,1,1.4467230022140858
35,2023,3.8137621202404635,1,-1.211181165105033
35,2024,3.8428343889360788,1,-0.0486327603141501
36,2017,3.823684823024456,0,0.56571501679472
36,2018,3.7767236667953297,0,-1.121750438821037
36,2019,3.791534168279632,0,-0.08801573548410092
36,2020,3.8771917503582825,0,-0.3370002993707361
36,2021,3.7047730360893234,1,-2.1348615177912285
36,2022,3.864174144781689,1,-0.8969956090939577
36,2023,3.8911019992172124,1,-1.8543570230529178
36,2024,3.875974903512261,1,-0.027538601048325843
37,2017,3.7607891693176914,0,0.6758504553188681
37,2018,3.734037786174764,0,-1.56370324251015
37,2019,3.8923879679028683,0,0.5677772151981325
37,2020,3.8588552869279025,0,0.9012956957512708
37,2021,3.7812079668268384,1,-0.22633308166671295
37,2022,3.8617535648010746,1,-0.03140655361848131
37,2023,3.7931586465584215,1,-1.3281982801963248
37,2024,3.8736961015989753,1,-1.2309225255192988
38,2017,4.2887488929335,0,-0.21530087940110623
38,2018,4.263258939779306,0,-0.8167062125182762
38,2019,4.247817882576278,0,-1.4832675570834448
38,2020,4.283374006983579,0,-1.5156543564431533
38,2021,4.288550933020912,1,-0.6269755323474343
38,2022,4.369526783735687,1,-1.0880356719496989
38,2023,4.3549825510699,1,-1.0811797688134401
38,2024,4.466596644580151,1,0.3285229246196691
39,2017,4.129640178800704,0,0.04210646180540765
39,2018,4.02265487509975,0,0.03550889898192462
39,2019,4.151737189440984,0,-0.09827474790065206
39,2020,4.133951161147892,0,0.48276050380024604
39,2021,4.154947045229795,1,0.7958621609949903
39,2022,4.1722417673015935,1,-0.8834511089643153
39,2023,4.136415155014899,1,-0.8976117397532216
39,2024,4.117012151579257,1,-0.37588245050385444
40,2017,4.033312598087099,0,1.0821799974868862
40,2018,4.087654358510466,0,1.3069937576949444
40,2019,4.068979266076335,0,-0.09039559119346728
40,2020,4.073891407656668,0,-0.7338326833761517
40,2021,4.070253030270875,1,1.732507674792129
40,2022,4.06577230429983,1,0.6398726897536222
40,2023,4.063488701791087,1,-0.4625308535767064
40,2024,4.076454988370733,1,-1.5146611670536292
41,2017,3.802778417801099,0,1.3570305420915547
41,2018,3.6995928721260625,0,-0.21904823548101277
41,2019,3.710230589093116,0,0.5030347312378397
41,2020,3.7382928563928064,0,0.18243189799030676
41,2021,3.753004522167609,0,-0.5105873922883756
41,2022,3.8287293531499906,0,0.48455731905227095
41,2023,3.818329209498981,0,0.05736111741619597
41,2024,3.9236058721601714,0,0.9895738470313679
42,2017,3.650387836926043,0,-0.4197056067134214
42,2018,3.7847805316899596,0,1.2999755605535652
42,2019,3.7693737746236646,0,0.22323732669983554
42,2020,3.8313753647332747,0,-0.6836013318824307
42,2021,3.8171417080678385,1,-1.0754783628330897
42,2022,3.839557278635174,1,0.7914387223474985
42,2023,3.769081273238355,1,-0.3663176874493223
42,2024,3.868558900839568,1,-0.36639957321511224
43,2017,3.7444262767606755,0,0.9784919375979436
43,2018,3.811866862108332,0,-0.1786150421763994
43,2019,3.7746846712419315,0,-1.16929813459406
43,2020,3.7403311908595462,0,-1.2470219307513388
43,2021,3.8492671291119755,0,-0.7529508731014108
43,2022,3.8387155773715036,0,-0.2691162458070579
43,2023,3.815798071527888,0,-0.15997253839307074
43,2024,3.8786233226840294,0,0.3164183792269916
44,2017,3.6957471817446135,0,-0.3475771923063243
44,2018,3.8507866506024135,0,1.9951129240225451
44,2019,3.865796767259414,0,0.2735367971056337
44,2020,3.7778606526115084,0,1.5761057903422424
44,2021,3.7230744892705894,1,0.5130985078386375
44,2022,3.7817354165437367,1,0.8215597458665093
44,2023,3.7408454420752015,1,0.43654512282063396
44,2024,3.779672572890023,1,-0.7884640504953094
45,2017,3.9277105092585454,0,1.3260299291626139
45,2018,3.834897352133305,0,-0.3391100845493513
45,2019,3.989872481073507,0,0.6915015965632799
45,2020,3.9690234577343024,0,0.3897159972865929
45,2021,4.02940783973441,1,1.8770995153076409
45,2022,4.0331446646507745,1,1.574707723716577
45,2023,3.9740890395035513,1,0.3241179885275745
45,2024,3.955206750167027,1,0.9034947608113242
46,2017,3.4844531586731953,0,0.14050491164109885
46,2018,3.5150546313425095,0,-1.3014347965870965
46,2019,3.6179375689984656,0,-0.23409428253397055
46,2020,3.6369631410908934,0,1.0971166888510233
46,2021,3.623797057979214,0,0.01656804518768895
46,2022,3.615273550759514,0,-0.557767706711858
46,2023,3.7610549269902815,0,0.5809028891824722
46,2024,3.65634003070834,0,-0.4725577776840146
47,2017,3.8248554587062245,0,1.1044141696954897
47,2018,3.730964909436091,0,-0.38646258024847774
47,2019,3.778097662555416,0,0.5746182630881621
47,2020,3.787661686964979,0,1.0835645610177422
47,2021,3.8099429131182965,1,1.346028738354255
47,2022,3.815528492137627,1,-0.9489848818728365
47,2023,3.7028160021876833,1,-0.6824620382373273
47,2024,3.8085983573285027,1,-1.7992293175452105
48,2017,4.162158065926523,0,1.2551565700806233
48,2018,4.053949824441519,0,-0.7660270103857546
48,2019,4.0865039271589865,0,-1.0761504103355888
48,2020,4.1159809621582335,0,-1.3020547187837765
48,2021,4.188448537816605,0,-1.0044684768952488
48,2022,4.182981447680278,0,0.7020158240012037
48,2023,4.211248904383156,0,-0.4329249799390078
48,2024,4.148016863137752,0,-2.0690119199643635
49,2017,3.994876387170218,0,0.9397772853660888
49,2018,3.962925790247669,0,-0.48622854106422564
49,2019,4.005951536026277,0,-0.34254628323433506
49,2020,4.013574838298111,0,-0.3959754853326343
49,2021,4.052650967390185,1,0.2578354347626024
49,2022,4.0374915441782315,1,-1.512682272301399
49,2023,4.057810682665516,1,-0.9509848197442995
49,2024,4.083775472749636,1,-0.5813978173949146
50,2017,4.152658362239065,0,0.9156502499395343
50,2018,4.098716729910223,0,0.0343039534984686
50,2019,4.0970923696639305,0,-1.3989445474733402
50,2020,4.124179590719645,0,0.20941767260672323
50,2021,4.1348674109074715,0,-0.7609362811963537
50,2022,4.13476271959165,0,-0.27765272849567535
50,2023,4.217999962110986,0,-0.17374648766913578
50,2024,4.171947204832154,0,-0.37844848897262967
51,2017,3.8518404532091273,0,-1.3533166202574312
51,2018,3.9005624118163715,0,0.27381216327912083
51,2019,3.884637910207208,0,-1.268940568451093
51,2020,4.016664053809684,0,0.7158135668360677
51,2021,4.00602457356653,0,0.9551821309542251
51,2022,3.992047089827757,0,0.6695053942733967
51,2023,3.960234341981931,0,0.11321526260720305
51,2024,4.064536477423625,0,1.2596932298339618
52,2017,4.015547675335893,0,-1.5776615210852534
52,2018,4.234140039611166,0,0.6671119266991478
52,2019,4.185325524349517,0,-0.9160032705423383
52,2020,4.2051007455789655,0,1.2209641085901881
52,2021,4.149238875398174,0,-0.7646572374935904
52,2022,4.233991333341403,0,0.4538319656433432
52,2023,4.243155424487451,0,-1.1918690299105328
52,2024,4.140686997153403,0,-0.31402121957206336
53,2017,4.300819706983466,0,1.3518779647917059
53,2018,4.243853032509999,0,1.1220045182286142
53,2019,4.2655953194334755,0,0.36270598457578523
53,2020,4.304278697383573,0,0.3169084832754552
53,2021,4.359730582416599,1,0.54454899405843
53,2022,4.387615659564263,1,0.8646599888268376
53,2023,4.298915830809884,1,1.2310903719991941
53,2024,4.372106967903072,1,0.8551688546057656
54,2017,3.9619825016711676,0,-0.9694431245126222
54,2018,4.116715352507661,0,-0.06227150191864296
54,2019,4.234375532019387,0,1.5950693769899371
54,2020,4.15334248006784,0,-0.787912056696378
54,2021,4.136235184905255,0,1.183425848051466
54,2022,4.224115362367577,0,0.5089751490412752
54,2023,4.152522055224709,0,-1.2895518862875102
54,2024,4.266773526200027,0,0.30782017771217474
55,2017,4.094361488837134,0,-1.4811152553454054
55,2018,4.069249610603196,0,-0.9402994059698448
55,2019,4.132168048590326,0,-0.49613894730280095
55,2020,4.254861459832431,0,1.7687158578440096
55,2021,4.21797678225537,0,0.3237188475181113
55,2022,4.269142858346978,0,1.3184052929782113
55,2023,4.215844268891376,0,0.1498828639018514
55,2024,4.242121932634646,0,-0.2790388803766068
56,2017,4.1342843614875,0,-0.5788243845196595
56,2018,4.187608819551937,0,1.2011660189024886
56,2019,4.122472598828817,0,-0.48749064751214155
56,2020,4.164679315265037,0,0.672550975141856
56,2021,4.2323835667953285,0,0.48659911865824435
56,2022,4.166843647830948,0,0.3863514685599563
56,2023,4.218754661732303,0,-0.29112475378990627
56,2024,4.33405818141846,0,1.0330017288194824
57,2017,3.9293854325766278,0,0.6358514340996485
57,2018,3.8591695639074564,0,-0.14244979639237057
57,2019,3.8825690862345614,0,0.39163908331418906
57,2020,3.978086081615739,0,1.2865013039529936
57,2021,3.9726596176315683,0,-0.15190127886280125
57,2022,4.023956757114309,0,-0.47784104255871607
57,2023,4.0398293745224025,0,-0.014268661924633835
57,2024,4.098124410454778,0,-1.1704568304376957
58,2017,3.585701745216897,0,0.9969263732608772
58,2018,3.567669122115016,0,0.2156744472512873
58,2019,3.5659694090791385,0,0.26968706911081974
58,2020,3.511556187837634,0,-1.6241725382916334
58,2021,3.5075745743758993,1,-1.4022762874745804
58,2022,3.6384214723354047,1,0.9013123904304945
58,2023,3.655557341787296,1,1.2777778864694194
58,2024,3.6602228150754224,1,1.771937569078787
59,2017,4.1712071617052775,0,-0.21470569611832677
59,2018,4.185723400596997,0,-0.09731996978964713
59,2019,4.193942421963021,0,0.8294990460569448
59,2020,4.165785057107055,0,0.5269203855948213
59,2021,4.2844758836787635,0,1.3852993078364721
59,2022,4.281480651186385,0,-0.455284052430167
59,2023,4.2917310857019375,0,0.4204903598668166
59,2024,4.2775098268992355,0,-0.09982717273991498
60,2017,3.7445871571451215,0,-0.4947333846214015
60,2018,3.8259730063308086,0,-0.684203208560527
60,2019,3.889323382784289,0,-0.5694586213383
60,2020,3.9068114563195877,0,-1.7745095016811103
60,2021,3.90705070051032,1,0.869978223198864
60,2022,3.8595254181681917,1,-1.0250791094280376
60,2023,3.908466831332022,1,-0.5446242409361947
60,2024,4.005996154202263,1,0.549768267418011
61,2017,4.2975704845201435,0,0.8821596696402034
61,2018,4.313613532324657,0,-0.14307801048991126
61,2019,4.32211038934108,0,-0.29354682331134396
61,2020,4.330829272303548,0,-0.1109848431173539
61,2021,4.3599466809215075,0,1.0257232159501801
61,2022,4.415213311715357,0,-0.17650769289809703
61,2023,4.439401977121248,0,-0.11469581767149419
61,2024,4.446412747654635,0,0.8992823596120155
62,2017,3.4159387590318455,0,-1.275781489962442
62,2018,3.4867462614002247,0,1.4907605981400784
62,2019,3.518391521792591,0,-0.2597235276031249
62,2020,3.508744360590785,0,-1.423452786075101
62,2021,3.6314395628140064,0,1.3085722559604371
62,2022,3.596584005537843,0,-0.34528306654611596
62,2023,3.6354425173421565,0,-0.03511338040088878
62,2024,3.62094587815831,0,-0.8734302845924355
63,2017,4.0852307511100365,0,0.06699178665584445
63,2018,4.0864913833105145,0,1.6910271246091733
63,2019,4.1355111229777055,0,0.8646308207412197
63,2020,4.1414091460262075,0,0.2200240877015404
63,2021,4.1193702807910295,1,0.5422370063561002
63,2022,3.999429630336789,1,-1.26248620170668
63,2023,4.145073311988638,1,1.2454909496219704
63,2024,4.171258561568865,1,2.022175189823746
64,2017,4.446532564294336,0,-0.6753422799276725
64,2018,4.362398309675882,0,-2.2701344696037262
64,2019,4.55600264789941,0,1.3116692021985514
64,2020,4.5424809859544615,0,2.770330753166159
64,2021,4.4363190882357735,1,-1.1738393299620873
64,2022,4.482099138071819,1,-0.5291827071824623
64,2023,4.496478581655656,1,-0.7625195824053475
64,2024,4.512306432517568,1,-0.2857627359602105
65,2017,3.971856269883281,0,0.38768704891656824
65,2018,3.9597412006730517,0,-0.28764456141377254
65,2019,4.045445773397902,0,-0.11101703713017563
65,2020,4.056600208981035,0,1.241284036081513
65,2021,4.140976682122511,0,0.3300353804825637
65,2022,4.056318303658173,0,-0.44474095017437204
65,2023,4.19834407870171,0,1.1803709307814791
65,2024,4.109936087120986,0,0.14150134672390668
66,2017,3.751673099797434,0,0.8645625188925985
66,2018,3.651941084694972,0,-1.088927969798356
66,2019,3.7068967797974115,0,-0.832429804040233
66,2020,3.722306730250747,0,0.43097938926790225
66,2021,3.752438436547503,1,0.20308009503292737
66,2022,3.7751274179957406,1,1.2197772588733908
66,2023,3.765030961208952,1,-0.6282574233340443
66,2024,3.8047491574527603,1,1.6198779748698144
67,2017,3.855105521034324,0,-0.6701212231860979
67,2018,3.838839101200392,0,0.3567479120876166
67,2019,3.8076626798458193,0,-1.7444845087785785
67,2020,3.8249184883945895,0,-1.2632193252370996
67,2021,3.8257338185190877,1,0.5816629692019726
67,2022,3.7383137114330998,1,-1.651679470333975
67,2023,3.8727605588472223,1,-0.5219516703990258
67,2024,3.9287930215340854,1,-1.0183790012144882
68,2017,3.9066420203479106,0,0.3330044249543317
68,2018,3.872481353254049,0,0.09946801765375018
68,2019,3.961017025066912,0,1.9817966171127988
68,2020,3.879273414787166,0,0.1914302097128299
68,2021,3.8835454350058436,0,1.3450252771715145
68,2022,4.025453845646488,0,-0.10180532742158256
68,2023,3.933470456753702,0,-1.2304210093620547
68,2024,4.047447639709158,0,-0.4899279728280972
69,2017,4.234988156342521,0,-0.42030604576492014
69,2018,4.245240476255135,0,-0.4129417300720195
69,2019,4.277844389230626,0,-0.6071521487531928
69,2020,4.345832630764911,0,0.8036691199872306
69,2021,4.332433010494204,1,-0.3230623954688457
69,2022,4.314256145209457,1,-1.2522919543159254
69,2023,4.321600745491257,1,0.7502201918468495
69,2024,4.376227177032739,1,1.512759141397859
70,2017,3.9531644874646554,0,-1.7673260737784715
70,2018,4.135178883302043,0,2.1539389166008567
70,2019,4.033234610253742,0,-1.3154228155780925
70,2020,4.118278389150495,0,0.9031702666708034
70,2021,4.079632015947936,0,-0.8791992741886988
70,2022,4.142668670165815,0,-1.0494527745563829
70,2023,4.112706565709986,0,-0.12230315938889041
70,2024,4.224727141726757,0,0.6925625543560748
71,2017,3.859461378074633,0,0.4249635673432549
71,2018,3.977150409119275,0,1.3609558523141332
71,2019,3.870798604375407,0,-1.292245874236699
71,2020,3.994549611980348,0,1.4396708354820653
71,2021,3.9250667341058367,0,-0.7494991708011443
